,pk,popularity,title,vote_count,vote_average,genres,director,genres_literal,weighted_vote
756,640,55.095,캐치 미 이프 유 캔,,8.0,"['Drama', 'Crime']",John Williams,Drama Crime,
757,552532,17.193,트웰브,,8.0,['Drama'],Luis Carballar,Drama,
758,7857,8.13,아마코드,,8.0,"['Comedy', 'Drama']",Franco Cristaldi,Comedy Drama,
759,11010,11.575,일 포스티노,,7.9,"['Comedy', 'Drama', 'Romance']",Furio Scarpelli,Comedy Drama Romance,
760,76203,26.843,노예 12년,,7.9,"['Drama', 'History']",Hans Zimmer,Drama History,
761,10404,10.571,홍등,,7.9,['Drama'],Zhang Yimou,Drama,
762,5925,15.175,대탈주,,7.9,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",Richard Carruth,Adventure Drama History Thriller War,
763,615453,26.315,나타지마동강세,,7.9,"['Animation', 'Fantasy', 'Adventure']",Wang Changtian,Animation Fantasy Adventure,
764,316029,32.483,위대한 쇼맨,,7.9,['Drama'],Peter Kohn,Drama,
765,152532,18.145,달라스 바이어스 클럽,,7.9,"['Drama', 'History']",Kerry Barden,Drama History,
766,745,32.513,식스 센스,,7.9,"['Mystery', 'Thriller', 'Drama']",Avy Kaufman,Mystery Thriller Drama,
767,508943,344.785,루카,,7.9,"['Animation', 'Comedy', 'Family', 'Fantasy']",Ennio Morricone,Animation Comedy Family Fantasy,
768,597316,119.905,극장판 마이 리틀 포니: 새로운 희망,,7.9,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Music', 'Adventure']",Tim Sullivan,Animation Family Fantasy Comedy Music Adventure,
769,49964,7.086,내 친구의 집은 어디인가,,7.9,"['Drama', 'Family']",Abbas Kiarostami,Drama Family,
770,14160,98.403,업,,7.9,"['Animation', 'Comedy', 'Family', 'Adventure']",Andrew Stanton,Animation Comedy Family Adventure,
771,3034,13.95,영 프랑켄슈타인,,7.9,['Comedy'],Jane Feinberg,Comedy,
772,2011,10.322,페르세폴리스,,7.9,"['Animation', 'Drama']",Kathleen Kennedy,Animation Drama,
773,32085,7.097,빈센트,,7.9,"['Animation', 'Fantasy']",Rick Heinrichs,Animation Fantasy,
774,9323,27.87,공각기동대,,7.9,"['Action', 'Animation', 'Science Fiction']",Tensai Okamura,Action Animation Science Fiction,
775,3083,11.673,스미스씨 워싱톤에 가다,,7.9,"['Comedy', 'Drama']",Frank Capra,Comedy Drama,
776,1646,18.397,프리 라이터스 다이어리,,7.9,"['Crime', 'Drama']",Hilary Swank,Crime Drama,
777,223,13.479,레베카,,7.9,"['Mystery', 'Drama', 'Thriller', 'Romance']",Irving Rosenberg,Mystery Drama Thriller Romance,
778,491480,21.271,바람을 길들인 풍차소년,,7.9,"['Drama', 'History', 'Family']",Natascha Wharton,Drama History Family,
779,946,7.657,미지의 여인에게서 온 편지,,7.9,"['Drama', 'Romance']",Franz Planer,Drama Romance,
780,662,9.38,방파제,,7.9,"['Romance', 'Science Fiction']",Anatole Dauman,Romance Science Fiction,
781,899405,59.96,아노니마,,7.9,"['Drama', 'Romance']",Alexandro Aldrete,Drama Romance,
782,548544,7.289,인비저블 라이프,,7.9,['Drama'],Michael Weber,Drama,
783,150540,91.939,인사이드 아웃,,7.9,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",Andrew Stanton,Animation Family Adventure Drama Comedy,
784,33,22.004,용서받지 못한 자,,7.9,['Western'],Clint Eastwood,Western,
785,334533,17.474,캡틴 판타스틱,,7.9,"['Adventure', 'Drama']",Jeanne McCarthy,Adventure Drama,
786,78,40.24,블레이드 러너,,7.9,"['Science Fiction', 'Drama', 'Thriller']",Brian Tufano,Science Fiction Drama Thriller,
787,60243,9.687,씨민과 나데르의 별거,,7.9,['Drama'],Asghar Farhadi,Drama,
788,435129,11.231,파르바나 - 아프가니스탄의 눈물,,7.9,"['Animation', 'War', 'Drama']",Mychael Danna,Animation War Drama,
789,56231,5.401,천국으로 가는 노동계급,,7.9,['Drama'],Ennio Morricone,Drama,
790,10674,125.331,뮬란,,7.9,"['Animation', 'Family', 'Adventure']",David Reynolds,Animation Family Adventure,
791,6977,24.91,노인을 위한 나라는 없다,,7.9,"['Crime', 'Drama', 'Thriller']",Roger Deakins,Crime Drama Thriller,
792,197,42.457,브레이브하트,,7.9,"['Action', 'Drama', 'History', 'War']",Jina Jay,Action Drama History War,
793,8290,12.746,파리대탈출,,7.9,"['Comedy', 'War']",Danièle Thompson,Comedy War,
794,183011,38.976,저스티스 리그: 플래시포인트 패러독스,,7.9,"['Science Fiction', 'Animation', 'Action', 'Adventure']",Alan Burnett,Science Fiction Animation Action Adventure,
795,16390,12.301,Scooby-Doo! and the Samurai Sword,,7.9,"['Family', 'Mystery', 'Animation', 'Comedy', 'Action', 'Fantasy']",Kathi Castillo,Family Mystery Animation Comedy Action Fantasy,
796,25364,8.397,비장의 술수,,7.9,['Drama'],Billy Wilder,Drama,
797,24167,8.535,두 여인,,7.9,"['Drama', 'War']",Carlo Ponti,Drama War,
798,10728,9.37,파우스트,,7.9,"['Drama', 'Fantasy', 'Horror']",Erich Pommer,Drama Fantasy Horror,
799,829,16.626,차이나타운,,7.9,"['Crime', 'Drama', 'Mystery', 'Thriller']",Jane Feinberg,Crime Drama Mystery Thriller,
800,85,22.773,인디아나 존스: 레이더스,,7.9,"['Adventure', 'Action']",George Lucas,Adventure Action,
801,48035,6.63,오데트,,7.9,['Drama'],Carl Theodor Dreyer,Drama,
802,43949,43.707,플립,,7.9,"['Romance', 'Drama']",Bill Coe,Romance Drama,
803,81,20.389,바람계곡의 나우시카,,7.9,"['Adventure', 'Animation', 'Fantasy']",Hayao Miyazaki,Adventure Animation Fantasy,
804,10386,78.553,아이언 자이언트,,7.9,"['Family', 'Animation', 'Adventure', 'Science Fiction', 'Comedy']",Sheri Galloway,Family Animation Adventure Science Fiction Comedy,
805,671,269.871,해리 포터와 마법사의 돌,,7.9,"['Adventure', 'Fantasy']",John Williams,Adventure Fantasy,
806,329,56.71,쥬라기 공원,,7.9,"['Adventure', 'Science Fiction']",John Williams,Adventure Science Fiction,
807,331482,38.717,작은 아씨들,,7.9,"['Drama', 'Romance']",Arnon Milchan,Drama Romance,
808,3112,9.176,사냥꾼의 밤,,7.9,"['Crime', 'Drama', 'Thriller']",James Agee,Crime Drama Thriller,
809,7984,14.352,아버지의 이름으로,,7.9,['Drama'],Francis Ford Coppola,Drama,
810,746957,11.964,아이를 부탁해,,7.9,"['Romance', 'Comedy']",Tiaré Scanda,Romance Comedy,
811,369557,14.894,싱 스트리트,,7.9,"['Comedy', 'Romance', 'Drama', 'Music']",Anthony Bregman,Comedy Romance Drama Music,
812,367412,8.014,위플래쉬,,7.9,"['Drama', 'Music']",Terri Taylor,Drama Music,
813,1892,20.042,스타워즈 에피소드 6: 제다이의 귀환,,7.9,"['Adventure', 'Action', 'Science Fiction']",George Lucas,Adventure Action Science Fiction,
814,679,30.961,에이리언 2,,7.9,"['Action', 'Thriller', 'Science Fiction']",Michael Lamont,Action Thriller Science Fiction,
815,31442,9.923,이반의 어린 시절,,7.9,"['Drama', 'War']",Andrei Tarkovsky,Drama War,
816,613868,8.512,Primos,,7.9,"['Comedy', 'Romance', 'Drama']",Thiago Cazado,Comedy Romance Drama,
817,118340,55.143,가디언즈 오브 갤럭시,,7.9,"['Action', 'Science Fiction', 'Adventure']",Craig Wood,Action Science Fiction Adventure,
818,194,25.261,아멜리에,,7.9,"['Comedy', 'Romance']",Jean-Marc Deschamps,Comedy Romance,
819,303867,5.349,월드 오브 투모로우,,7.9,"['Animation', 'Drama', 'Science Fiction']",Don Hertzfeldt,Animation Drama Science Fiction,
820,198,10.613,사느냐 죽느냐,,7.9,"['Comedy', 'War']",Ernst Lubitsch,Comedy War,
821,122906,32.372,어바웃 타임,,7.9,"['Drama', 'Romance', 'Fantasy']",Nicky Kentish Barnes,Drama Romance Fantasy,
822,1402,35.1,행복을 찾아서,,7.9,['Drama'],Steve Tisch,Drama,
823,47796,6.243,맘마 로마,,7.9,['Drama'],Tonino Delli Colli,Drama,
824,45523,5.492,루이 CK: Hilarious,,7.9,['Comedy'],Louis C.K.,Comedy,
825,3870,10.957,1900년,,7.9,"['Drama', 'History']",Vittorio Storaro,Drama History,
826,579245,8.909,더 스페셜스,,7.9,"['Comedy', 'Drama']",Jean-Paul Hurier,Comedy Drama,
827,602063,56.444,바람의 검심 최종장: 더 파이널,,7.9,"['Action', 'Adventure', 'Drama']",Takuro Ishizaka,Action Adventure Drama,
828,3078,10.718,어느 날 밤에 생긴 일,,7.9,"['Comedy', 'Romance']",Frank Capra,Comedy Romance,
